english,hindi
pharmaceuticals,फ़ार्मासुटिकल्स
durgapur,दुर्गापुर
lake,लेक
naakuru,नाकुरु
presideo,प्रेसिडियो
of,ऑफ
sen,सैन
francisco,फ्रान्सिस्को
dakhla,डाखला
shivpriya,शिवप्रिया
dorall,डॉरेल
industries,इंडस्ट्रीज
neel,नील
faster,फॉस्टर
like,लईक
prabir,प्रबीर
apolo,अपोलो
tyres,टायर्स
assam,हस्सम
saliahaa,सलीहाह
dana,दाना
bharati,भारती
quest,क्वेस्ट
communications,कम्युनिकेशंस
meina,मैना
pratidin,प्रत‍िद‍िन
bhanapur,भानापुर
sailesh,सैलेश
miles,माइल्स
frenklin,फ्रेंकलिन
award,अवार्ड
costa,कोस्टा
rika,रिका
prem,प्रेम
geet,गीत
saimi,सैमी
sosaa,सोसा
varn,वर्न
laila,लैला
majanu,मजनू
swasti,स्वस्ति
navneet,नवनीत
gaya,गया
daulat,दौलत
frinses,प्रिंसेस
sudath,सुदाथ
pascvel,पासक्वेल
mailkam,मैल्कम
bailarij,बैलरिज
national,नेशनल
quality,क्वालिटी
award,अवार्ड
aaminaha,आमिनाह
rojaliya,रोज़ालिया
bijur,बिजूर
simran,सिमरन
eklahart,एल्कहार्ट
breast,ब्रेस्ट
bahu,बहू
begam,बेगम
khuvayalaah,खुवयलाह
india,इंडिया
glycols,ग्लायकॉल्स
neki,नेकि
vaar,वार
of,ऑफ
te,द
beverian,बेवेरियन
fortes,फोरट्रेस
dahina,दाहिना
jainabad,ज़ैनाबाद
bruce,ब्रूस
red,रैड
rege,रेगे
eshbag,ऐशबाग
national,नेशनल
packers,पार्क्स
of,ऑफ
succession,सक्सेशन
bhanvarlal,भंवरलाल
laina,लायना
arihant,अरिहंत
sugar,शुगर
dekstron,डेक्ट्रॉन
international,इंटरनेशनल
diyanth,डियांथ
surgery,सर्जरी
city,सिटी
university,यूनिवर्सिटी
valentina,वैलेंटिना
advait,अद्वैत
siddhimha,सिद्धिमा
bankebihari,बांकेबिहारी
cape,केप
york,यॉर्क
loafing,आवारगी
dagan,दगन
villette,विलेट
brazil,ब्राज़ील
bagbahara,बागबहरा
prasannajit,प्रसन्नजित
new,न्यू
hewan,हेवन
road,रोड
church,चर्च
off,ऑफ
gand,गॉड
manasi,मानसी
paayik,पाइक
bhachow,भचउ
jainies,जेनिस
japalina,जॉपलिन
boosters,बूस्टर्स
colsa,कोल्स
meira,मैर
bakii,बकी
gombe,गोंबे
stream,स्ट्रीम
gori,गेरी
kosiyr,कॉसियर
khun,खून
ki,की
keemat,कीमत
alka,अलका
pander,पंढ़ेर
tera,डैश
chor,चोर
chor,चोर
kwila,क्विला
kainath,कैनॅथ
star,स्टार
acharyasuta,आचार्यसुता
carnish,कॉर्न‍िश
caaloni,कॉलोनी
museum,म्युज़ियम
aahista,आहिस्ता
ahista,आहिस्ता
jelig,ज़ेलिग
antni,एंतनी
abdul,अब्दुल
alim,अलीम
abdul,अब्दुल
halim,हलीम
wind,पवन
museum,म्युज़ियम
of,ऑफ
african,अफ्रीकन
art,आर्ट
kabhi,कभी
chup,धूप
kabhi,कभी
chaanv,छाँव
anokhi,अनोखी
mohabat,मोहब्बत
jaan,जॉन
kanri,कॅरी
bharat,भारत
ke,के
jahadaari,जहदारी
kelimutu,केलीमुटु
jensaar,ज़ेन्सार
shobhitaa,शोभिता
martin,मार्टिन
snedan,स्नेडन
kaalis,कॉलिंस
obuya,ओबुया
chikodi,चिकोड़ी
road,रोड
door,दरवाज़ा
cisco,सिस्को
edgar,एडगर
alan,एलन
poe,पोय
groom,दुल्हा
sold,बिकता
british,ब्रिटिश
petroleum,पेट्रोलियम
raheed,शहीद
shabua,झाबुआ
van,वेन
clark,क्लार्क
dharmanand,धर्मानन्द
luv,लेव
sharif,शरीफ
badmaash,बदमाश
jaan,जान
hatheli,हथेली
pay,पे
late,लेउ
dabilpur,दाबिलपुर
bhind,भिण्ड
gizali,गिसेली
nishad,निषाद
umesh,उमेश
hizar,हिसार
bad,बद
aur,और
badnam,बदनाम
repzal,रेप्सॉल
lover,लवर
bai,बॉय
kaidi,कैडी
ceyako,सिएको
epson,एप्सन
saz,साज़
bikaner,बीकानेर
fort,फोर्ट
mummy,मम्मी
daddy,डैडी
jeenet,जीनेट
gallop,गैलप
rahul,राहुल
dravid,द्रविड़
beri,बेरी
shikar,शिकार
beti,बेटी
fort,फोर्ट
fredrick,फ्रेडरिक
paro,पारो
vegvan,वेगवान
gurudwara,गुरूद्वारा
bibhor,बिभोर
sahib,साहिब
andrew,एण्ड्रयू
botique,पुटिक
da,द
kings,किंग्स
medal,मेडल
aaf,ऑफ
merit,मेरिट
in,इन
gold,गोल्ड
matsushitha,मत्सुशिता
electric,इलेक्ट्रिक
industrial,इंडस्ट्रीयल
arthay,अर्घ्य
muralidhar,मुरलीधर
narindrr,नरिंद्र
adinaraayan,आदिनारायण
fort,फोर्ट
nascopi,नैस्कोपी
ray,रे
charles,चार्ल्स
pratapgarh,प्रतापगढ़
sahil,साहिल
sahas,सहस
sahar,सहर
mangal,मंगल
pande,पांडे
nilagan,नीलांजन
bareli,बरेली
pak,पाक
daman,दामन
missicippi,मिसीसिपी
mizori,मिसौरी
kanaun,कनाउन
david,डेविड
smith,स्मिथ
dhia,धिया
rabindranath,रबीन्द्रनाथ
tagore,टागोर
mukhataar,मुखतार
heckenberg,हेकनबर्ग
international,इंटरनेशनल
crooke,क्रुक
goofy,नासमझ
jeff,जेफ्फ
aji,अजी
bus,बस
shukriya,शुक्रिया
frank,फ़्रेंक
jappa,ज़ाप्पा
bransveg,ब्रॉन्स्वेग
keneth,केनेथ
kosuth,कोसुथ
prize,प्राइज़
garot,गरोट
ladlo,लडलो
sydney,सिडनी
harbour,हार्बर
pyar,प्यार
ka,का
mausam,मौसम
timbles,टिमबेल्स
ek,एक
aur,और
sangram,संग्राम
medal,मेडल
of,ऑफ
nesterov,नेस्टेरोव
honey,हनी
chavalkhede,चवलखेड़े
fields,फील्ड्‍स
medal,मेडल
visisht,विशिष्ट
seva,सेवा
medal,मेडल
philandar,फिलैंडर
workstream,वर्कस्ट्रीम
uditi,उदिति
dairy,टैरी
kol,कोल
vhitekr,व्हिटेकर
elahabaad,इलाहाबाद
bank,बैंक
sawdne,साउदर्न
petrocam,पेट्रोकेम
aagaasoud,अगासोद
brayant,ब्रायंट
philo,फिलो
failase,वैलेस
ek,एक
jaan,जान
hein,हैं
hum,हम
lahu,लहू
key,की
awaz,आवाज़
asafpur,आसफपुर
senegal,सेनेगल
womens,वुमेन्स
literature,लिट्रेचर
prize,प्राइज़
ripraijal,रीप्राइजल
fort,फोर्ट
brizar,ब्रिजर
dialis,डायलिस
pal,पॉल
jarvis,जार्विस
satnam,सतनाम
overseas,ओवरसीस
viplav,विप्लव
adheera,अधीरा
la,ला
post,पोस्ट
freak,फ्रिक
collection,कलेक्शन
jamaii,जमाई
raja,राजा
salam,सालम
salif,सलीफ
hawking,हॉकिंग
dariyapur,दरियापुर
saleh,सालेह
salim,सलीम
activity,एक्टीविटी
girija,गिरिजा
kuchipudi,कुचीपुड़ी
karaks,काराकस
bharatpur,भरतपुर
junction,जंक्शन
bindya,बिंदिया
tyson,टायसन
erode,इरोड
junction,जंक्शन
silsila,सिलसिला
amprotech,ऑर्बोटेक
anhid,अनहिद
vaibhavi,वैभवी
lalchand,लालचंद
sukhdev,सुखदेव
breaken,ब्रेकन
agas,अगास
dairin,डैरिन
gilespie,गिलेस्पी
teri,तेरी
talash,तलाश
mein,में
deriya,डेरिया
kalunsaa,कॉलूसा
phaunche,पहुँचे
huye,हुए
log,लोग
abdul,अब्दुल
khaalika,खालिक
dorothi,डोरोथी
cainfield,कैनफील्ड
fisher,फिशर
children,चिल्ड्रन
book,बुक
award,अवार्ड
agatha,अगाथा
atmaram,आत्माराम
suhira,सुहीरा
lawrence,लॉरेंस
school,स्कूल
dharamprit,धरमप्रीत
super,सुपर
bowl,बाउल
abdul,अब्दुल
mugani,मुग़ानी
london,लंडन
university,यूनिवर्सिटी
business,बिज़नेस
school,स्कूल
rockbridge,रॉकब्रिज
deo,डियो
barsaat,बरसात
hantford,हॉर्टफोर्ड/ब्रॉड्ले
railway,रेल्वे
platform,प्लेटफार्म
dee,डी
hur,हर
hur,हर
mahadev,महादेव
famiryam,फेर्मियम
bakare,बाकरे
rio,रिओ
guard,ग्रांड
river,रिवर
emrand,एमराल्ड
after,ऑफर्ट
fisher,फिशर
sajiva,सजीवा
day,डे
silva,सिल्वा
mukcar,मुकद्दर
ka,का
badshah,बादशाह
fort,फोर्ट
scent,सेंट
